PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Alwanas, AAH; Al-Musawi, AA; Salih, SQ; Tao, H; Ali, M; Yaseen, ZM				Alwanas, Afrah Abdulelah Hamzah; Al-Musawi, Abeer A.; Salih, Sinan Q.; Tao, Hai; Ali, Mumtaz; Yaseen, Zaher Mundher			Load-carrying capacity and mode failure simulation of beam-column joint connection: Application of self-tuning machine learning model	ENGINEERING STRUCTURES			English	Article						Load-carrying capacity; Mode failure; Prediction; Input approximation; Joint connection properties	ARTIFICIAL NEURAL-NETWORK; COMPRESSIVE STRENGTH; SHEAR-STRENGTH; ANN MODEL; CONCRETE; REGRESSION; PERFORMANCE; PREDICTION; BEHAVIOR; MARS	The behavior of reinforced concrete external beam-column joint is highly stochastic and nonlinear due to the incorporation of several dimensional and concrete properties. Hence, establishing an accurate predictive for quantifying some beam-column joint characteristics is highly essential for structural engineering aspects. The current study is performed to predict load-carrying capacity (P-max) and mode failure of beam-column joint concrete using newly data intelligence model called extreme learning machine (ELM) model. 153 experimental data are gathered from the literature to construct the predictive model for training and testing phases. The input attributes consisted various dimensional information belong to the beam-column joint and concrete specification, are formed to be supplied for the predictive model. The proposed self-tuning predictive model validated against one of the prevalent regression model namely multivariate adaptive regression spline (MARS) model. The results evidenced that ELM model attained reliable prediction performance in comparison with MARS model. Statistical evaluation reported ELM and MARS models attained minimal root mean square error (RMSE approximate to 14.44 and 18.63), respectively. Accuracy of beam failure (BF) and joint failure (JF) predictions attained for ELM approximate to 0.78 and MARS approximate to 0.73. Overall, ELM model designated as a robust intelligence model can be developed for structural predesigned process and an alternative for empirical codes.	[Alwanas, Afrah Abdulelah Hamzah; Al-Musawi, Abeer A.] Univ Baghdad, Project & Reconstruct Dept, Baghdad, Iraq; [Salih, Sinan Q.] Duy Tan Univ, Inst Res & Dev, Da Nang 550000, Vietnam; [Tao, Hai] Baoji Univ Arts & Sci, Dept Comp Sci, Baoji, Shaanxi, Peoples R China; [Ali, Mumtaz] Deakin Univ, Joint Res Ctr Big Data, Sch Informat Technol, 221 Burwood Highway, Burwood, Vic 3125, Australia; [Yaseen, Zaher Mundher] Ton Duc Thang Univ, Sustainable Dev Civil Engn Res Grp, Fac Civil Engn, Ho Chi Minh City, Vietnam	Yaseen, ZM (reprint author), Ton Duc Thang Univ, Sustainable Dev Civil Engn Res Grp, Fac Civil Engn, Ho Chi Minh City, Vietnam.	afrah@uobaghdad.edu.iq; abeer.aqeel@uobaghdad.edu.iq; sinanq.salih@duytan.edu.vn; haitao@bjwlxy.edu.cn; umtaz.ali@deakin.edu.au; yaseen@tdtu.edu.vn	Salih, Sinan/F-6284-2019	Ali, Mumtaz/0000-0002-6975-5159			13	13	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	0141-0296	1873-7323		ENG STRUCT	Eng. Struct.	SEP 1	2019	194						220	229		10.1016/j.engstruct.2019.05.048			10	Engineering, Civil	Engineering	IF3OY	WOS:000472991300018					2019-11-15	
J	Zhang, S; Qiao, WG; Li, YZ; Xi, K; Chen, PC				Zhang, Shuai; Qiao, Weiguo; Li, Yanzhi; Xi, Kai; Chen, Pengcheng			Effect of Additives on the Rheological and Mechanical Properties of Microfine-Cement-Based Grout	ADVANCES IN MATERIALS SCIENCE AND ENGINEERING			English	Article							FLY-ASH; SUPERPLASTICIZER; NANOSILICA; NANO-CACO3; STRENGTH; BEHAVIOR; MORTARS	Enhancement of the fluidity and mechanical performance of grouting materials has proven to be an effective method of seepage prevention in geotechnical engineering. In this research, a microfine-cement-based grout mixed with microfine fly ash (MFA), nano-CaCO3 (NC), and superplasticizer (SP) was designed to improve the rheological and mechanical properties of grouting materials, and the particle size distribution, fluidity, spreading ability, bleed capacity, setting time, and mechanical properties were studied. A water/solid (W/S) ratio of 1.2 was selected, and the contents of MFA, NC, and SP by mass of microfine cement (MC) were 0-40%, 0-2.0%, and 1.5%, respectively. The results showed that MFA and 1.5% SP improved the fluidity and spreading ability of fresh grouts, while prolonging the setting time. The addition of NC can increase the yield stress and plastic viscosity and decrease the fluidity and spreading ability; nevertheless, it obviously enhances the stability and shortens the setting time of grouts. The addition of MFA and 1.5% SP reduced the compressive strength of hardened grouts; however, the addition of NC improved the mechanical properties.	[Zhang, Shuai; Qiao, Weiguo; Li, Yanzhi; Xi, Kai; Chen, Pengcheng] Shandong Univ Sci & Technol, Shandong Prov Key Lab Civil Engn Disaster Prevent, Qingdao, Shandong, Peoples R China; [Zhang, Shuai; Qiao, Weiguo; Li, Yanzhi; Xi, Kai; Chen, Pengcheng] Shandong Univ Sci & Technol, Coll Civil Engn & Architecture, Qingdao, Shandong, Peoples R China	Qiao, WG (reprint author), Shandong Univ Sci & Technol, Shandong Prov Key Lab Civil Engn Disaster Prevent, Qingdao, Shandong, Peoples R China.; Qiao, WG (reprint author), Shandong Univ Sci & Technol, Coll Civil Engn & Architecture, Qingdao, Shandong, Peoples R China.	qiaowg1@163.com			National Key Research and Development Program, China [2016YFC0600902]; National Natural Science Foundation of China, ChinaNational Natural Science Foundation of China [51474135, 51774192, 51704183]; Postgraduate Technology Innovation Project of Shandong University of Science and Technology [SDKDYC190239]	This research was funded by the National Key Research and Development Program, China (grant no. 2016YFC0600902), the National Natural Science Foundation of China, China (grant nos. 51474135, 51774192, and 51704183), and the Postgraduate Technology Innovation Project of Shandong University of Science and Technology (grant no. SDKDYC190239).	1	1	HINDAWI LTD	LONDON	ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, W1T 5HF, ENGLAND	1687-8434	1687-8442		ADV MATER SCI ENG	Adv. Mater. Sci. Eng.	AUG 27	2019	2019								1931453	10.1155/2019/1931453			10	Materials Science, Multidisciplinary	Materials Science	IY5BF	WOS:000486406000002		DOAJ Gold			2019-11-15	
J	Hayat, A; Hussain, A; Afridi, HF				Hayat, Asif; Hussain, Arshad; Afridi, Hassan Farooq			Determination of in-field temperature variations in fresh HMA and corresponding compaction temperatures	CONSTRUCTION AND BUILDING MATERIALS			English	Article						HMA compaction; Environmental factors; Temperature differential; Cessation temperature; Traffic opening	THERMAL-PROPERTIES; ASPHALT; CONCRETE	Hot mix asphalt (HMA) compacted at low temperatures develops many distresses due to high air voids. Asphalt compaction operations in the field are mostly based on the experience of field staff. Hence, independent of the actual temperature of the HMA. In this study, temperature variation in hot mix asphalt (HMA) was investigated during paving operations at eight test locations in field. Two most commonly used HMA layer thicknesses i.e. 5 cm and 8 cm were studied. Temperature of the fresh HMA layer was noted at the centre, surface and at the interface points by four node K-type thermocouple assembly. The average laying temperature of the HMA for eight tests was calculated as 136.92 degrees C. Whereas, the average compaction start temperature for eight tests was noted as 127.81 degrees C which shows the critical temperature loss of 9.11 degrees C before the compaction starts. The average compaction end temperature calculated was 62.89 degrees C which is below the common cut off temperature of 80 degrees C. Temperature difference between day and night tests was 10 degrees C which can be attributed as the effect of sunlight. The results of this study can be helpful to the field staff in decision making during paving operations. (C) 2019 Elsevier Ltd. All rights reserved.	[Hayat, Asif; Hussain, Arshad; Afridi, Hassan Farooq] Natl Univ Sci & Technol, Dept Transportat Engn SCEE, Islamabad, Pakistan	Hayat, A (reprint author), NUST, Dept Transportat Engn SCEE, Islamabad 44000, Pakistan.	asifhayat.tn15@nit.nust.edu.pk					2	2	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	0950-0618	1879-0526		CONSTR BUILD MATER	Constr. Build. Mater.	AUG 20	2019	216						84	92		10.1016/j.conbuildmat.2019.04.262			9	Construction & Building Technology; Engineering, Civil; Materials Science, Multidisciplinary	Construction & Building Technology; Engineering; Materials Science	IE9LZ	WOS:000472697200008					2019-11-15	
J	Yi, SR; Wang, ZQ; Song, J				Yi, Sang-ri; Wang, Ziqi; Song, Junho			Gaussian mixture-based equivalent linearization method (GM-ELM) for fragility analysis of structures under nonstationary excitations	EARTHQUAKE ENGINEERING & STRUCTURAL DYNAMICS			English	Article						equivalent linearization; fragility analysis; Gaussian mixture; nonlinear stochastic analysis; nonstationary excitations; random vibrations; seismic analysis	RANDOM VIBRATION; SYSTEMS; PROBABILITY; RELIABILITY; EARTHQUAKE	Gaussian mixture-based equivalent linearization method (GM-ELM) is a recently developed stochastic dynamic analysis approach which approximates the random response of a nonlinear structure by collective responses of equivalent linear oscillators. The Gaussian mixture model is employed to achieve an equivalence in terms of the probability density function (PDF) through the superposition of the response PDFs of the equivalent linear system. This new concept of linearization helps achieve a high level of estimation accuracy for nonlinear responses, but has revealed some limitations: (1) dependency of the equivalent linear systems on ground motion intensity and (2) requirements for stationary condition. To overcome these technical challenges and promote applications of GM-ELM to earthquake engineering practice, an efficient GM-ELM-based fragility analysis method is proposed for nonstationary excitations. To this end, this paper develops the concept of universal equivalent linear system that can estimate the stochastic responses for a range of seismic intensities through an intensity-augmented version of GM-ELM. Moreover, the GM-ELM framework is extended to identify equivalent linear oscillators that could capture the temporal average behavior of nonstationary responses. The proposed extensions generalize expressions and philosophies of the existing response combination formulations of GM-ELM to facilitate efficient fragility analysis for nonstationary excitations. The proposed methods are demonstrated by numerical examples using realistic ground motions, including design code-conforming nonstationary ground motions.	[Yi, Sang-ri; Song, Junho] Seoul Natl Univ, Dept Civil & Environm Engn, Seoul, South Korea; [Wang, Ziqi] Guangzhou Univ, Earthquake Engn Res & Test Ctr, Guangzhou, Guangdong, Peoples R China	Song, J (reprint author), Seoul Natl Univ, Dept Civil & Environm Engn, Seoul, South Korea.	junhosong@snu.ac.kr		Wang, Ziqi/0000-0002-2610-2158	Institute of Construction and Environmental Engineering at Seoul National University; Provincial Natural Science Foundation of Guangdong ProvinceNational Natural Science Foundation of Guangdong Province [2018A030310067]; National Natural Science Foundation of ChinaNational Natural Science Foundation of China [51808149]; National Research Foundation of Korea (NRF)National Research Foundation of Korea [2018M2A8A4052594]	Institute of Construction and Environmental Engineering at Seoul National University; Provincial Natural Science Foundation of Guangdong Province, Grant/Award Number: 2018A030310067; National Natural Science Foundation of China, Grant/Award Number: 51808149; National Research Foundation of Korea (NRF), Grant/Award Number: 2018M2A8A4052594	0	0	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0098-8847	1096-9845		EARTHQ ENG STRUCT D	Earthq. Eng. Struct. Dyn.	AUG	2019	48	10					1195	1214		10.1002/eqe.3185			20	Engineering, Civil; Engineering, Geological	Engineering	IU0JP	WOS:000483264800006					2019-11-15	
J	Gonzalo-Orden, H; Linares-Unamunzaga, A; Perez-Acebo, H; Diaz-Minguela, J				Gonzalo-Orden, Hernan; Linares-Unamunzaga, Alaitz; Perez-Acebo, Heriberto; Diaz-Minguela, Jesus			Advances in the Study of the Behavior of Full-Depth Reclamation (FDR) with Cement	APPLIED SCIENCES-BASEL			English	Article						full-depth reclamation; recycling; pavement rehabilitation; cement-treated materials; base materials; unconfined compressive strength; flexural strength; splitting tensile strength; indirect tensile strength	RECLAIMED ASPHALT PAVEMENT; MECHANICAL-PROPERTIES; TREATED MIXTURES; PERFORMANCE; STRENGTH; MODULUS; BASE	Road maintenance and rehabilitation are expected to meet modern society's demands for sustainable development. Full-depth reclamation with cement as a binder is closely linked to the concept of sustainability. In addition to the environmental benefits of reusing the existing pavement as aggregate, this practice entails significant technical and economic advantages. In Spain, in the absence of tests specifically designed to determine the behavior of recycled pavements stabilized with cement, these materials are treated as soil-cement or cement-bound granular material. This assumption is not entirely accurate, because this recycled pavement contains some bituminous elements that reduce its stiffness. This study aimed to obtain the relationships between flexural strength (FS) and the parameters that describe the pavement behavior (long-term unconfined compressive strength (UCS) and indirect tensile strength (ITS)) and compare the findings with the relationships between these parameters in soil-cement and cement-bound granular materials. The results showed that the similar behavior hypothesis is not entirely accurate for recycled pavements stabilized with cement, because they have lower strength values-although, this is not necessarily an indication of poorer performance.	[Gonzalo-Orden, Hernan; Linares-Unamunzaga, Alaitz] Univ Burgos, Dept Civil Engn, C Villadiego S-N, Burgos 09001, Spain; [Perez-Acebo, Heriberto] Univ Basque Country UPV EHU, Dept Mech Engn, P Rafael Moreno Pitxitxi 2, Bilbao 48013, Spain; [Diaz-Minguela, Jesus] Spanish Inst Cement & Its Applicat IECA, C Jose Abascal 53,1, Madrid 28003, Spain	Linares-Unamunzaga, A (reprint author), Univ Burgos, Dept Civil Engn, C Villadiego S-N, Burgos 09001, Spain.	alinares@ubu.es	Perez-Acebo, Heriberto/J-2635-2019; Gonzalo-Orden, Hernan/N-4198-2014	Perez-Acebo, Heriberto/0000-0003-0577-9597; Linares Unamunzaga, Alaitz/0000-0002-4855-4403; Gonzalo-Orden, Hernan/0000-0003-1777-2333	Education Council of Castilla y Leon [BU009A06, UB 07/03]	The authors are grateful to the Education Council of Castilla y Leon for the funds received for project number BU009A06 and UB 07/03.	1	1	MDPI	BASEL	ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND		2076-3417		APPL SCI-BASEL	Appl. Sci.-Basel	AUG 1	2019	9	15							3055	10.3390/app9153055			14	Chemistry, Multidisciplinary; Materials Science, Multidisciplinary; Physics, Applied	Chemistry; Materials Science; Physics	IS4PB	WOS:000482134500110		DOAJ Gold			2019-11-15	
J	Vaiana, R; Balzano, F; Iuele, T; Gallelli, V				Vaiana, Rosolino; Balzano, Filippo; Iuele, Teresa; Gallelli, Vincenzo			Microtexture Performance of EAF Slags Used as Aggregate in Asphalt Mixes: A Comparative Study with Surface Properties of Natural Stones	APPLIED SCIENCES-BASEL			English	Article						EAF slags; steelmaking industry; aggregate microtexture; asphalt mixes	SKID RESISTANCE; CONCRETE; TEXTURE; IMPACT	Steelmaking industries produce a large amount of solid wastes that need to be adequately managed in order to ensure environmental sustainability and reduce the impact of their disposal on earth pollution. Electric arc furnace (EAF) slags are those wastes deriving from secondary steelmaking production; these slags can be re-used and recycled in many industrial applications such as the production of asphalt mixes. In this paper authors investigate the surface performance of EAF slags used as second-hand aggregate in asphalt mixes. In particular, slags behavior under polishing is compared to other types of aggregate commonly used for asphalt concrete such as limestone, basalt, and kinginzite. Several devices (skid tester, laser profilometer, polishing machine) were used to collect experimental data; the analysis of microtexture was carried out by comparing aggregate surface performance before and after polishing. Results show that EAF slags are positively comparable to basalt as concerns the polishing behavior; good correlations between skid resistance and some microtexture indicators are also carried out.	[Vaiana, Rosolino; Balzano, Filippo; Iuele, Teresa; Gallelli, Vincenzo] Univ Calabria, Dept Civil Engn, I-87036 Arcavacata Di Rende, Italy	Vaiana, R (reprint author), Univ Calabria, Dept Civil Engn, I-87036 Arcavacata Di Rende, Italy.	rosolino.vaiana@unical.it	Vaiana, Rosolino/C-4396-2013	Vaiana, Rosolino/0000-0002-8622-339X			0	0	MDPI	BASEL	ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND		2076-3417		APPL SCI-BASEL	Appl. Sci.-Basel	AUG 1	2019	9	15							3197	10.3390/app9153197			14	Chemistry, Multidisciplinary; Materials Science, Multidisciplinary; Physics, Applied	Chemistry; Materials Science; Physics	IS4PB	WOS:000482134500252		DOAJ Gold			2019-11-15	
J	Naderpour, H; Nagai, K; Haji, M; Mirrashid, M				Naderpour, Hosein; Nagai, Kohei; Haji, Mohammad; Mirrashid, Masoomeh			Adaptive neuro-fuzzy inference modelling and sensitivity analysis for capacity estimation of fiber reinforced polymer-strengthened circular reinforced concrete columns	EXPERT SYSTEMS			English	Article						ANFIS; circular; compressive strength; FRP-confined; RC column	STRESS-STRAIN MODEL; DAMAGED RC COLUMNS; COMPRESSIVE STRENGTH; FRP; BEHAVIOR; PREDICTION; STEEL; CFRP; NETWORK; SHEETS	In this study, a fuzzy logic-based model for predicting the ultimate strength of FRP-confined circular reinforced concrete (RC) columns is presented. The adaptive neuro-fuzzy inference system (ANFIS) model was generated using valid experimental data with seven input variables. Input parameters were considered in such a way that all the parameters affecting the compressive strength of the column were simultaneously involved. Different models for compressive strength of fiber reinforced polymer (FRP)-confined concrete including the model in American Concrete Institute (ACI), to calculate the maximum stress endured by the column under axial load, were presented and compared with the results of the ANFIS model. Also, for similarity to other models, the ACI equation for calculating the maximum compressive strength tolerated by a column was considered without reducing coefficients as ACI-N and was compared with other models. The results obtained from the ANFIS model were compared with results from other models. ANFIS model showed the highest accuracy among all models in predicting the experimental results.	[Naderpour, Hosein; Haji, Mohammad; Mirrashid, Masoomeh] Semnan Univ, Fac Civil Engn, Semnan, Iran; [Naderpour, Hosein; Nagai, Kohei] Univ Tokyo, Inst Ind Sci, Tokyo, Japan	Naderpour, H (reprint author), Semnan Univ, Fac Civil Engn, Semnan, Iran.; Naderpour, H (reprint author), Univ Tokyo, Inst Ind Sci, Meguro Ku, 4-6-1 Komaba, Tokyo 1538505, Japan.	naderpour@semnan.ac.ir	Naderpour, Hosein/F-5695-2011; Mirrashid, Masoomeh/K-7881-2018	Naderpour, Hosein/0000-0002-4179-7816; Mirrashid, Masoomeh/0000-0002-2751-8585			0	0	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0266-4720	1468-0394		EXPERT SYST	Expert Syst.	AUG	2019	36	4			SI				e12410	10.1111/exsy.12410			18	Computer Science, Artificial Intelligence; Computer Science, Theory & Methods	Computer Science	IO3YW	WOS:000479317700013					2019-11-15	
J	Wang, YQ; Chang, HT; Wang, JY; Shi, XL; Qiu, JL				Wang, Yaqiong; Chang, Hongtao; Wang, Jianyu; Shi, Xiaoli; Qiu, Junling			Countermeasures to treat collapse during the construction of road tunnel in fault zone: a case study from the Yezhuping Tunnel in south Qinling, China	ENVIRONMENTAL EARTH SCIENCES			English	Article						Tunnel engineering; Fault zone; Collapse; Treatment; Hoek-Brown (H-B) failure criterion; Field monitoring	ROCK; PERMEABILITY; GEOHAZARDS; STABILITY; MOUNTAIN	To ensure the safety of the tunnel construction, it is very important to take the appropriate treatment measures after the collapse happened. Especially the tunnel goes through the fault fracture zone. This paper sets forth the process of the collapse that occurred in the Yezhuping Tunnel affected by the fault fracture zone and introduces the treatment for the collapse. The deformation characteristics of the surrounding rock are analyzed according to the monitoring results. Based on the research regarding the effect of the fault on the tunnel by using the general Hoek-Brown failure criterion and the field monitoring results, it is shown that the fault is the main reason for the collapse; it induces the attenuation of the Young modulus and the compressive strength and the enlargement of the plastic zone. The research results have some reference significance for similar projects.	[Wang, Yaqiong; Chang, Hongtao; Wang, Jianyu; Shi, Xiaoli; Qiu, Junling] Changan Univ, Sch Highway, Xian 710064, Shaanxi, Peoples R China; [Wang, Jianyu] Zhaotong Municipal Peoples Govt Off, Zhaotong 657000, Peoples R China	Chang, HT (reprint author), Changan Univ, Sch Highway, Xian 710064, Shaanxi, Peoples R China.	chang-hongtao@chd.edu.cn			National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China [41702287]; Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities [300102218517]; National Key R&D Program of China [2017YFC0805300]; Science and Technology Plan in Shanxi Province of China [S2018-YF-YBSF-0069]	The research based on the study was funded by the National Natural Science Foundation of China (NSFC) (Grant no. 41702287), the Fundamental Research Funds for the Central Universities (Grant no. 300102218517) and the National Key R&D Program of China (Grant no. 2017YFC0805300) and the Science and Technology Plan in Shanxi Province of China (Grant no. S2018-YF-YBSF-0069). These financial supports are gratefully acknowledged. The authors are grateful to the support to the researchers for their assistance for the study.	22	22	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	1866-6280	1866-6299		ENVIRON EARTH SCI	Environ. Earth Sci.	AUG	2019	78	15							464	10.1007/s12665-019-8481-z			16	Environmental Sciences; Geosciences, Multidisciplinary; Water Resources	Environmental Sciences & Ecology; Geology; Water Resources	IL9FA	WOS:000477589400004					2019-11-15	
J	Lee, JH; Beak, SB; Lee, KH; Kim, JS; Jeong, JH				Lee, Jong-Hoon; Beak, Seung-Beom; Lee, Kang-Hoon; Kim, Jo-Soon; Jeong, Jin-Hoon			Long-term performance of fiber-grid-reinforced asphalt overlay pavements: A case study of Korean national highways	JOURNAL OF TRAFFIC AND TRANSPORTATION ENGINEERING-ENGLISH EDITION			English	Article						Asphalt pavement; Fiber grid reinforcement; Overlay pavement; Finite element analysis; Bonding shear strength	TACK COAT; TEMPERATURE	The objective of this study was to verify the effect of fiber grid reinforcement on the long-term performance of asphalt overlay pavements by performing field investigation, laboratory test, and finite element analysis. Crack, rutting, roughness, and other miscellaneous distresses of fiber-grid-reinforced overlay sections and ordinary overlay sections were compared. Pavement conditions of fiber grid overlay sections before and after the overlay were also compared. Cores were obtained from the fiber-grid-reinforced and ordinary sections to measure bonding shear strength between the intermediate and overlay layers. Fracture energy, displacement after yield, and shear stiffness of the cores were also obtained by analyzing the test results. Finite element analysis was performed by using the test results to validate the effect of the fiber grid reinforcement on the long-term performance of asphalt overlay pavements. Rutting and fatigue cracking were predicted for three cases: 1) fiber grid was not used; 2) glass fiber grid was used; and 3) carbon fiber grid was used. The cracking ratio of fiber-grid-reinforced sections was much smaller than that of ordinary sections. The results of field investigation, laboratory test, and finite element analysis showed that the fiber grid reinforcement improved the long-term performance of asphalt overlay pavements. (C) 2019 Periodical Offices of Changan University. Publishing services by Elsevier B.V. on behalf of Owner.	[Lee, Jong-Hoon; Jeong, Jin-Hoon] Inha Univ, Dept Civil Engn, Incheon 22212, South Korea; [Beak, Seung-Beom] Civil & Environm BG, Doosan Engn & Construct, Seoul 06057, South Korea; [Lee, Kang-Hoon] Korea Inst Civil Engn & Bldg Technol, Dept Infrastruct Safety Res, Goyang Si 10223, South Korea; [Kim, Jo-Soon] SN Construct Co Ltd, Daejeon 34573, South Korea	Jeong, JH (reprint author), Inha Univ, Dept Civil Engn, Incheon 22212, South Korea.	jhj@inha.ac.kr					1	1	KEAI PUBLISHING LTD	BEIJING	16 DONGHUANGCHENGGEN NORTH ST, BEIJING, DONGHENG DISTRICT 100717, PEOPLES R CHINA	2095-7564			J TRAFFIC TRANSP ENG	J. Traffic Transp. Eng.-Engl. Ed.	AUG	2019	6	4			SI		366	382		10.1016/j.jtte.2018.01.008			17	Transportation Science & Technology	Transportation	IK5XO	WOS:000476659300006		DOAJ Gold			2019-11-15	
J	Ghanizadeh, AR; Rahrovan, M				Ghanizadeh, Ali Reza; Rahrovan, Morteza			Modeling of unconfined compressive strength of soil-RAP blend stabilized with Portland cement using multivariate adaptive regression spline	FRONTIERS OF STRUCTURAL AND CIVIL ENGINEERING			English	Article						full-depth reclamation; soil-reclaimed asphalt pavement blend; Portland cement; unconfined compressive strength; multivariate adaptive regression spline	STOCHASTIC PREDICTIONS; NEURAL-NETWORK; NANOCOMPOSITES; PERFORMANCE; AGGREGATE; FRAMEWORK; CAPACITY; MARS	The recycled layer in full-depth reclamation (FDR) method is a mixture of coarse aggregates and reclaimed asphalt pavement (RAP) which is stabilized by a stabilizer agent. For design and quality control of the final product in FDR method, the unconfined compressive strength of stabilized material should be known. This paper aims to develop a mathematical model for predicting the unconfined compressive strength (UCS) of soil-RAP blend stabilized with Portland cement based on multivariate adaptive regression spline (MARS). To this end, two different aggregate materials were mixed with different percentages of RAP and then stabilized by different percentages of Portland cement. For training and testing of MARS model, total of 64 experimental UCS data were employed. Predictors or independent variables in the developed model are percentage of RAP, percentage of cement, optimum moisture content, percent passing of #200 sieve, and curing time. The results demonstrate that MARS has a great ability for prediction of the UCS in case of soil-RAP blend stabilized with Portland cement (R-2 is more than 0.97). Sensitivity analysis of the proposed model showed that the cement, optimum moisture content, and percent passing of #200 sieve are the most influential parameters on the UCS of FDR layer.	[Ghanizadeh, Ali Reza] Sirjan Univ Technol, Dept Civil Engn, Sirjan 7813733385, Iran; [Rahrovan, Morteza] Yazd Univ, Dept Civil Engn, Yazd 89195741, Iran	Ghanizadeh, AR (reprint author), Sirjan Univ Technol, Dept Civil Engn, Sirjan 7813733385, Iran.	ghanizadeh@sirjantech.ac.ir			Azmon Josh Co.; municipality of Sirjan	The authors wish to acknowledge the municipality of Sirjan and Azmon Josh Co. for their help and supports.	12	12	HIGHER EDUCATION PRESS	BEIJING	CHAOYANG DIST, 4, HUIXINDONGJIE, FUSHENG BLDG, BEIJING 100029, PEOPLES R CHINA	2095-2430	2095-2449		FRONT STRUCT CIV ENG	Front. Struct. Civ. Eng.	AUG	2019	13	4					787	799		10.1007/s11709-019-0516-8			13	Engineering, Civil	Engineering	IJ0CO	WOS:000475568000003					2019-11-15	
J	Shoaei, P; Oromi, HT				Shoaei, Parham; Oromi, Houtan Tahmasebi			A combined control strategy using tuned liquid dampers to reduce displacement demands of base-isolated structures: a probabilistic approach	FRONTIERS OF STRUCTURAL AND CIVIL ENGINEERING			English	Article						tuned liquid damper; lead-rubber bearing system; probabilistic framework; steel shear building; relative performance index; Monte-Carlo sampling	BUILDING ISOLATION SYSTEMS; NONLINEAR NUMERICAL-MODEL; STOCHASTIC PREDICTIONS; UNCERTAINTY QUANTIFICATION; SEISMIC RELIABILITY; DYNAMIC-ANALYSIS; MASS DAMPER; PERFORMANCE; BEHAVIOR; DESIGN	This paper investigates a hybrid structural control system using tuned liquid dampers (TLDs) and lead-rubber bearing (LRB) systems for mitigating earthquake-induced vibrations. Furthermore, a new approach for taking into account the uncertainties associated with the steel shear buildings is proposed. In the proposed approach, the probabilistic distributions of the stiffness and yield properties of stories of a set of reference steel moment frame structures are derived through Monte-Carlo sampling. The approach is applied to steel shear buildings isolated with LRB systems. The base isolation systems are designed for different target base displacements by minimizing a relative performance index using Genetic Algorithm. Thereafter, the base-isolated structures are equipped with TLDs and a combination of the base and TLD properties is sought by which the maximum reduction occurs in the base displacement without compromising the performance of the system. In addition, the effects of TLD properties on the performance of the system are studied through a parametric study. Based on the analyses results, the base displacement can be reduced 23% by average, however, the maximum reduction can go beyond 30%.	[Shoaei, Parham] Sharif Univ Technol, Fac Civil Engn, Tehran 4651634445, Iran; [Oromi, Houtan Tahmasebi] Amirkabir Univ Technol, Dept Civil Engn, Tehran 1951966441, Iran	Shoaei, P (reprint author), Sharif Univ Technol, Fac Civil Engn, Tehran 4651634445, Iran.	Parham.shoaei.1991@gmail.com					9	9	HIGHER EDUCATION PRESS	BEIJING	CHAOYANG DIST, 4, HUIXINDONGJIE, FUSHENG BLDG, BEIJING 100029, PEOPLES R CHINA	2095-2430	2095-2449		FRONT STRUCT CIV ENG	Front. Struct. Civ. Eng.	AUG	2019	13	4					890	903		10.1007/s11709-019-0524-8			14	Engineering, Civil	Engineering	IJ0CO	WOS:000475568000009					2019-11-15	
